Machine Name,Protocol,Local IP,Local Port,Foreign IP,Foreign Port,Connection Type,PID,Task Name,Task Description,Session,User,Comments
MARKEM-IMAJE-PC,TCP,0.0.0.0,49154,0.0.0.0,0,LISTENING,996,svchost.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,0.0.0.0,49160,0.0.0.0,0,LISTENING,568,lsass.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,0.0.0.0,49179,0.0.0.0,0,LISTENING,548,services.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,0.0.0.0,49181,0.0.0.0,0,LISTENING,2508,svchost.exe,N/A,Services,NT AUTHORITY\NETWORK SERVICE,
MARKEM-IMAJE-PC,TCP,0.0.0.0,51913,0.0.0.0,0,LISTENING,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,0.0.0.0,58080,0.0.0.0,0,LISTENING,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,127.0.0.1,5939,0.0.0.0,0,LISTENING,1348,TeamViewer_Service.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,127.0.0.1,5939,127.0.0.1,49195,ESTABLISHED,1348,TeamViewer_Service.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,127.0.0.1,49195,127.0.0.1,5939,ESTABLISHED,4880,TeamViewer.exe,N/A,Console,MARKEM-IMAJE-PC\MARKEM-IMAJE,
MARKEM-IMAJE-PC,TCP,127.0.0.1,49415,0.0.0.0,0,LISTENING,4816,UNS.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,139,0.0.0.0,0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,169.225.113.245,49163,169.225.113.247,9100,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,49173,26.206.4.229,9100,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,49175,26.206.4.225,10001,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,50233,169.225.113.125,9100,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,51613,169.225.113.249,9100,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,55949,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,55957,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,55958,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,55969,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,55970,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,55979,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,55980,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,55989,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,55990,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56000,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56001,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56010,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56020,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56021,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56029,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56030,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56039,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56040,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56053,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56054,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56066,191.238.241.80,443,SYN_SENT,856,MsMpEng.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56067,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56068,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56075,169.225.113.231,9100,SYN_SENT,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56076,169.225.113.205,9100,SYN_SENT,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56077,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56078,169.225.113.245,58080,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56079,169.225.113.202,10001,SYN_SENT,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,56080,162.220.223.28,5938,SYN_SENT,1348,TeamViewer_Service.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,57093,169.225.113.59,10001,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,57353,169.225.113.246,9100,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,57492,169.225.113.58,10001,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53364,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53366,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53367,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53373,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53374,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53375,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53376,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53378,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53379,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53385,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53386,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53388,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53392,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53397,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53400,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53401,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53404,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53405,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53410,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53411,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53412,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,26.206.4.223,53413,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65275,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65276,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65277,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65279,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65280,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65281,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65282,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65283,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65284,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65286,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65287,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65288,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65289,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65291,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65292,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65294,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65295,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65296,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65297,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.126,65298,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.245,55927,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.245,56011,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50229,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50241,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50247,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50253,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50265,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50271,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50277,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50283,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50289,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50295,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58080,169.225.113.253,50301,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58261,26.206.4.228,9100,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,58959,26.206.4.226,9100,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,59196,169.225.113.250,9100,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,59919,169.225.113.41,10001,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,61371,169.225.113.124,9100,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,169.225.113.245,62196,26.206.4.224,10001,ESTABLISHED,1632,servicestart.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[::],135,[::],0,LISTENING,768,svchost.exe,N/A,Services,NT AUTHORITY\NETWORK SERVICE,
MARKEM-IMAJE-PC,TCP,[::],445,[::],0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,[::],554,[::],0,LISTENING,3208,wmpnetwk.exe,N/A,Services,NT AUTHORITY\NETWORK SERVICE,
MARKEM-IMAJE-PC,TCP,[::],623,[::],0,LISTENING,1572,LMS.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[::],2869,[::],0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,[::],3587,[::],0,LISTENING,4576,svchost.exe,N/A,Services,NT AUTHORITY\LOCAL SERVICE,
MARKEM-IMAJE-PC,TCP,[::],5357,[::],0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,[::],8990,[::],0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,[::],8994,[::],0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,[::],8995,[::],0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,[::],8996,[::],0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,[::],8998,[::],0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,[::],8999,[::],0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,[::],10243,[::],0,LISTENING,4,System,N/A,Services,N/A,
MARKEM-IMAJE-PC,TCP,[::],16992,[::],0,LISTENING,1572,LMS.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[::],49152,[::],0,LISTENING,492,wininit.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[::],49153,[::],0,LISTENING,904,svchost.exe,N/A,Services,NT AUTHORITY\LOCAL SERVICE,
MARKEM-IMAJE-PC,TCP,[::],49154,[::],0,LISTENING,996,svchost.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[::],49160,[::],0,LISTENING,568,lsass.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[::],49179,[::],0,LISTENING,548,services.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[::],49181,[::],0,LISTENING,2508,svchost.exe,N/A,Services,NT AUTHORITY\NETWORK SERVICE,
MARKEM-IMAJE-PC,TCP,[::1],49155,[::1],49157,ESTABLISHED,1572,LMS.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[::1],49157,[::1],49155,ESTABLISHED,1572,LMS.exe,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],2869,[fe80::d021:57b:7aa:b48c%11],50254,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],2869,[fe80::d021:57b:7aa:b48c%11],50255,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],55953,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],55965,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],55975,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],55984,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],55996,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],56006,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],56016,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],56031,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],56042,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],56057,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],56069,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,TCP,[fe80::9ce6:3c19:b942:49ef%11],56081,[fe80::9ce6:3c19:b942:49ef%11],16992,TIME_WAIT,0,System Idle Process,N/A,Services,NT AUTHORITY\SYSTEM,
MARKEM-IMAJE-PC,UDP,0.0.0.0,123,*,*,,972,svchost.exe,N/A,Services,NT AUTHORITY\LOCAL SERVICE,
MARKEM-IMAJE-PC,UDP,0.0.0.0,500,*,*,,996,svchost.exe,N/A,Services,NT AUTHORITY\SYSTEM,
